name,link,images,description,address,distance_to_city_center,star,rating,num_reviews,price
The Social Hub Berlin Alexanderplatz,https://www.agoda.com/en-gb/the-social-hub-berlin-alexanderplatz/hotel/all/berlin-de.html?countryId=101&finalPriceView=2&isShowMobileAppPrice=false&cid=1844104&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-22&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=EUR&isFreeOccSearch=false&tspTypes=2&los=4&searchrequestid=70d176ee-4dcc-4ecb-a0a7-fd0cd79313cd,"['https://q-xx.bstatic.com/xdata/images/hotel/max500/744575964.jpg?k=4c551a6e16a2eadd26c2a9a6ff2ee73c3709a05017efcfa2406c815844a17857', 'https://pix8.agoda.net/property/9118111/0/2732d11f67f548eafc4993afc7eac4a4.jpeg?ce=0', 'https://pix8.agoda.net/property/9118111/0/305ee373436b6ff9a9c225344b52293c.jpeg', 'https://pix8.agoda.net/property/9118111/0/3695933ddf4d2fb69ba55897f09e6f2a.jpeg?ce=2', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/744576002.jpg?k=806d11b0774dc709d61dc4e42d16cf7a52183421bf8f7d1bf3ce8128285ad709', 'https://pix8.agoda.net/property/9118111/0/710e9b44453d3fb89ecccf9aa7c2565b.jpeg?ce=0', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/744575989.jpg?k=d1c72448ee24fdaa9ba31637513993eaf57502953c900c0f7cb4bf0a8e906970', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/744575988.jpg?k=cfd81135e955e05b78360d0526309e58741f2de2bbc7b9300aa97daf09e81ecd', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/744576021.jpg?k=0d258803e4f7dee5e9a42c8acaeb9d9fe2de6c7d234408dd1df5bf6dca40b893', 'https://pix8.agoda.net/property/9118111/0/74f583d6d07d0b8ba070e8f30381cbea.jpeg?ce=0']","Nestled in Mitte, Berlin's vibrant heart, The Social Hub Berlin Alexanderplatz is the perfect base for two travelers looking to explore the city's rich blend of history, trendy boutiques, and a lively arts scene. Enjoy breakfast in your room or a convenient takeaway service, and unwind with rejuvenating spa treatments. Each room is equipped with an in-room safe, refrigerator, modern showers, and premium toiletries for added comfort. Just a short stroll away, discover iconic landmarks like Alexanderplatz and the renowned Pergamonmuseum. The hotel boasts a unique design and atmosphere, close to nightlife, cafes, and accessible public transport, ensuring an unforgettable stay in Berlin. [Some content may be Generative AI assisted. Inaccuracies may occur.]","Alexanderstraße 40, Mitte, Berlin, Germany, 10179",0.0,4.0,8.8,10578,78.0
NEOHOSTEL Berlin,https://www.agoda.com/en-gb/neohostel/hotel/berlin-de.html?countryId=101&finalPriceView=2&isShowMobileAppPrice=false&cid=1844104&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-22&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=EUR&isFreeOccSearch=false&tspTypes=8&los=4&searchrequestid=70d176ee-4dcc-4ecb-a0a7-fd0cd79313cd,"['https://pix8.agoda.net/hotelImages/36135494/0/81e878b6ac1ed7b47246f6dfcfd4403d.jpg?ce=0', 'https://pix8.agoda.net/hotelImages/36135494/-1/278b73237440c3db3e650ffedf6740e0.jpg?ce=0', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/542221224.jpg?k=69ca447ba46ea11ab897e8556fd9f9436bb1806e8674287a6d20ec4a71e1fe1f', 'https://pix8.agoda.net/property/10649078/0/a7b6bd0f5ed289d99939b00a5ccf7d37.jpeg?ce=0', 'https://pix8.agoda.net/property/10649078/0/a39375ec38ef35e7c3878de3ee00d9f6.jpeg?ce=0', 'https://pix8.agoda.net/hotelImages/36135494/-1/2f13042a013edc418c7b9d121e879d57.jpg?ce=0', 'https://pix8.agoda.net/hotelImages/36135494/0/86ae36d1ea0adc34baf74b883fabfd97.jpg?ce=0', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/564432229.jpg?k=9625799b9c92dcad7af7636bdaa9fc1ef7bedc5134e05a3f2dc7893be39e06dc', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/564432233.jpg?k=8173c5c582b4d09e908f7848870916a4eb24e1afdc9b9151c6c7bf735aab6dc7', 'https://pix8.agoda.net/property/10649078/881987739/39baa12af4fcf55c7c1f60ff1ee2f8e6.jpeg?ce=0']","NEOHOSTEL Berlin is nestled in the picturesque Köpenick area, where historic architecture meets serene waterways—perfect for two travelers looking to explore culture and enjoy leisurely strolls. The hotel boasts a stylish bar where guests can unwind, along with convenient food delivery services for a relaxing dining experience. Select rooms offer refreshing outdoor views, complemented by complimentary wireless internet and cozy balconies for moments of tranquility. This inviting environment ensures a memorable stay, making it an ideal choice for two travelers seeking comfort and exploration in Berlin. [Some content may be Generative AI assisted. Inaccuracies may occur.]","Grünauer Str. 192, Kopenick, Berlin, Germany, 12557",12.5,1.0,7.2,5675,57.0
Hotel Aldea Berlin Zentrum,https://www.agoda.com/en-gb/novum-hotel-aldea-berlin-zentrum/hotel/berlin-de.html?countryId=101&finalPriceView=2&isShowMobileAppPrice=false&cid=1844104&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-22&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=EUR&isFreeOccSearch=false&tspTypes=3&los=4&searchrequestid=70d176ee-4dcc-4ecb-a0a7-fd0cd79313cd,"['https://pix8.agoda.net/hotelImages/16447908/0/dabfdc4a3d64250e7749062e9fe40d1a.jpg?ca=13&ce=1', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/383830077.jpg?k=26f9d172b45700383a048a1aab6bc184bf954854a4d4c521b578ec8bba760a73', 'https://pix8.agoda.net/hotelImages/16447908/0/344939ce4d965e3cf959a89fcca3c0fd.jpg?ca=13&ce=1', 'https://pix8.agoda.net/hotelImages/16447908/0/3315114acd3152ad98b69b93cc35ef63.jpg?ca=17&ce=1', 'https://pix8.agoda.net/hotelImages/16447908/0/139547c90c628f73681fd4022de92d87.jpg?ca=17&ce=1', 'https://pix8.agoda.net/hotelImages/42465/-1/6ed14cd00bc9b87ce1c6019877262d35.jpg?ca=9&ce=1', 'https://pix8.agoda.net/hotelImages/16447908/0/5faeff44ee187b9c49eaee11a8db08de.jpg?ca=13&ce=1', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/383829864.jpg?k=54a39dcd21b84e7d1e8ebb0e0cd4a7bce640af42083fa7ebee003a868086ed49', 'https://pix8.agoda.net/hotelImages/424/42465/42465_15112418230037994344.jpg?ca=6&ce=1', 'https://pix8.agoda.net/hotelImages/16447908/0/0da7d729fe0fa1907e9f1c0aa0c28008.jpg?ca=13&ce=1']","Welcome to Novum Hotel Aldea Berlin Zentrum in Schöneberg district, where you can explore the lively LGBTQ+ scene, charming cafes, and beautiful parks nearby. Enjoy spacious and comfortable rooms with modern amenities like a flat-screen TV and in-room safe. Indulge in a delicious breakfast takeaway and have mouthwatering meals delivered to your door. Discover iconic attractions like KaDeWe shopping center, Potsdamer Platz, and Mall of Berlin. Immerse yourself in the unique charm of this exclusive property with great street art, shops, and restaurants nearby. Experience the best of Berlin at Novum Hotel Aldea Berlin Zentrum. [Some content may be Generative AI assisted. Inaccuracies may occur.]","Buelowstr. 19-22, Schöneberg, Berlin, Germany, 10783",0.8,3.0,7.6,1250,60.0
mondrian suites hotel berlin checkpoint charlie,https://www.agoda.com/en-gb/mondrian-suites-hotel-berlin-checkpoint-charlie_3/hotel/berlin-de.html?countryId=101&finalPriceView=2&isShowMobileAppPrice=false&cid=1844104&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-22&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=EUR&isFreeOccSearch=false&tspTypes=8&los=4&searchrequestid=70d176ee-4dcc-4ecb-a0a7-fd0cd79313cd,"['https://pix8.agoda.net/hotelImages/617/6173173/6173173_18112315180069880072.jpg?ca=7&ce=1', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/162431043.jpg?k=1a17020e8b5904d2e49dee66a372f8fba689ca0d0223dcde55bb6255acd1b571', 'https://pix8.agoda.net/hotelImages/6173173/-1/243d7bc88e9311b22b1e53300aba5fba.jpg?ca=7&ce=1', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/162431020.jpg?k=3e27f22bee4f1384852fe0f6bfee5a57a712f6f78108e8c929eadefaa0e56e8c', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/162430500.jpg?k=b4cede9a046472af1bdb56c28539f97b2eff8909297d7ce3786075be04580d94', 'https://pix8.agoda.net/hotelImages/6173173/-1/47b48de81b2c9d23e8827a8fb8af67bb.jpg?ca=7&ce=1', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/205256276.jpg?k=327d25e5752044de66065ed21c628dfc29f1769af9517fec1d7f3393f139a815', 'https://pix8.agoda.net/hotelImages/6173173/-1/80d0703964b43f764e76fbfde66cd5c6.jpg?ca=9&ce=1', 'https://pix8.agoda.net/property/6173173/0/7a77885164dfd06516c3bd418ad78e66.jpeg?ce=2', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/205256532.jpg?k=c33b925de93cd9569ed45a61c78c2fe9d63b0d670e1ad18de6010eb10a892110']","Nestled in Berlin's lively Kreuzberg district, Mondrian Suites Hotel Berlin Checkpoint Charlie is the perfect choice for two travelers seeking comfort and convenience. Located near Checkpoint Charlie, the Brandenburg Gate, and the Holocaust Memorial, it offers easy access to Berlin's rich history and vibrant culture. Deluxe apartments feature private balconies or terraces with tranquil garden views, complimentary Wi-Fi, and in-room safes. Guests can enjoy a steam room, gym, sauna, and a well-stocked bar. Start the day with convenient takeaway breakfasts or explore nearby trendy cafes and the bustling Mall of Berlin. Ideal for business or leisure stays. [Some content may be Generative AI assisted. Inaccuracies may occur.]","Markgrafenstraße 16-16a, Kreuzberg, Berlin, Germany, 10969",0.048,4.0,8.6,1147,84.0
Hotel AMO by AMANO Friedrichstraße,https://www.agoda.com/en-gb/amo-by-amano_2/hotel/berlin-de.html?countryId=101&finalPriceView=2&isShowMobileAppPrice=false&cid=1844104&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-22&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=EUR&isFreeOccSearch=false&tspTypes=2&los=4&searchrequestid=70d176ee-4dcc-4ecb-a0a7-fd0cd79313cd,"['https://pix8.agoda.net/hotelImages/79085316/0/21974dc94153297fcd9eef30dee9a0e6.jpg?ce=2', 'https://pix8.agoda.net/hotelImages/79085316/1236017303/a82ac8d23fd7973e47cf4e87a409d7dd.jpg?ce=2', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/225853401.jpg?k=4ec8e2b709da1212a1d0d47b53915568448a3a33c8ad17630345127ea245846f', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/204715422.jpg?k=67775394a8ea6867d94462da3cbd710d056c53e61870d6d0c6c8c78e7f5a4976', 'https://pix8.agoda.net/hotelImages/79085316/0/ff902adfb6605534d815eb55d2374bff.jpg?ce=2', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/213843339.jpg?k=171a05b2d2ffbc0d901b2b69a337be06274e083d555ac8b4e655b621ac0beebc', 'https://pix8.agoda.net/hotelImages/79085316/0/0bc16ed9226bd46197d39fc9572b9067.jpg?ce=2', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/231800572.jpg?k=3ae824e5179006a78dd6101113f0e8eacfa9f30056172c75747650ec379076f7', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/231799353.jpg?k=b3ec78aa506f76cce2f9628ab005b7e751f2a37134c786be3ea8333f2501c5b6', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/204716553.jpg?k=8d203bb2a2a6837d15c6777d0ac45cae865627c62ed6c953b43a5fd4310d71c1']",,"Friedrichstraße 113, Mitte, Berlin, Germany, 10117",0.0,3.0,8.9,60,75.0
Maritim proArte Hotel Berlin,https://www.agoda.com/en-gb/maritim-proarte-hotel-berlin/hotel/berlin-de.html?countryId=101&finalPriceView=2&isShowMobileAppPrice=false&cid=1844104&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-22&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=EUR&isFreeOccSearch=false&los=4&searchrequestid=70d176ee-4dcc-4ecb-a0a7-fd0cd79313cd,"['https://pix8.agoda.net/hotelImages/650/65086/65086_16090515500046106971.jpg?ca=6&ce=1', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/265791360.jpg?k=5d1cbd804fff725f34007f9eaab147116a0a5727e1f0ae0d34b2b423b4c1363e', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/706435420.jpg?k=ccdd2648658cf307ed5858f295d59718fc5b223425f6745ee4009d733d0ef0f7', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/706436303.jpg?k=5b1a204af802f6f32a2aa6cac63d5d4fa357fb63d0882e71c1fa92a18b32a667', 'https://pix8.agoda.net/hotelImages/16279948/0/31aa6a409013b78d7201399a851d087c.jpg?ca=13&ce=1', 'https://pix8.agoda.net/hotelImages/16279948/0/ca67358b0dd9a7647438ca8bd4af413f.jpeg?ce=0', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/161619866.jpg?k=6768a38672155dac3f5f8d4b2ac377105546381e12ccc174ca46adfa78fe0dca', 'https://pix8.agoda.net/property/31508338/603650071/5fff29c07606b04e83f514d386ac0432.jpg?ce=0', 'https://pix8.agoda.net/hotelImages/16279948/0/3685d8aba5c3bdd8cca2303fb06a544c.jpeg?ce=2', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/469371731.jpg?k=94a7eeefb5303493bfea040bf26f81d3e92ded6edc2e91a36f5d7fc43c603d0d']","Located in vibrant Berlin Mitte, the Maritim proArte Hotel Berlin offers modern design and extensive wellness facilities, including a spa and sauna. Ideal for two travelers, this hotel combines relaxation with cultural immersion, steps from the city's artistic scene. Located in the heart of Mitte, the Maritim proArte Hotel Berlin offers travelers luxurious amenities, including room service breakfast, a stylish bar, and an indoor pool with a steam room. Rooms feature air conditioning and free Wi-Fi, with select accommodations boasting views from private balconies. Iconic landmarks like the Brandenburg Gate are just 732 meters away, and the vibrant Die Hackeschen Höfe is within walking distance, making it an ideal spot for exploring stunning architecture, trendy shops, and cultural hotspots. [Some content may be Generative AI assisted. Inaccuracies may occur.]","Friedrichstrasse 151, Mitte, Berlin, Germany, 10117",0.0,5.0,8.7,13422,122.0
Leonardo Hotel Berlin Mitte,https://www.agoda.com/en-gb/leonardo-hotel-berlin-mitte/hotel/berlin-de.html?countryId=101&finalPriceView=2&isShowMobileAppPrice=false&cid=1844104&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-22&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=EUR&isFreeOccSearch=false&los=4&searchrequestid=70d176ee-4dcc-4ecb-a0a7-fd0cd79313cd,"['https://pix8.agoda.net/hotelImages/666249/13217637/61214d5660e7f4846c84f84f09230400.jpg?ce=0', 'https://pix8.agoda.net/hotelImages/666249/3632212/b3b6fcf4c09db6e0db60ddb9ba29cc68.jpg?ce=0', 'https://pix8.agoda.net/hotelImages/4870806/0/f4cfce35f06520b54689ce38f4d18e83.jpeg?ce=2', 'https://pix8.agoda.net/hotelImages/4870806/0/14649e590527e5786dc40f15e006fd6a.jpeg?ce=2', 'https://pix8.agoda.net/hotelImages/4870806/0/ecc6c9d2668e0f38bbaaa268405caadc.jpeg?ce=2', 'https://pix8.agoda.net/hotelImages/4870806/0/b0eb14ae50c82cd0c1230b80f62d4593.jpeg?ce=2', 'https://pix8.agoda.net/hotelImages/4870806/0/8c0a3f2254ac534e23f91960967a7c03.jpeg?ce=2', 'https://pix8.agoda.net/hotelImages/666/666249/666249_17060121200053407695.jpg?ca=6&ce=1', 'https://pix8.agoda.net/hotelImages/666249/13217637/c473b0b2649974cf47e366c0cd909f57.jpg?ce=0', 'https://pix8.agoda.net/hotelImages/4870806/0/eb6c102714ed10df5360836b99af340d.jpeg?ce=2']","Get your trip off to a great start with a stay at this property, which offers free Wi-Fi in all rooms. Strategically situated in Mitte, allowing you access and proximity to local attractions and sights. Rated with 4 stars, this high-quality property provides guests with access to restaurant, fitness center and steamroom on-site.","Bertolt-Brecht-Platz 4, Mitte, Berlin, Germany, 10117",0.0,4.0,8.6,351,111.0
SMARTments business Berlin Karlshorst,https://www.agoda.com/en-gb/smartments-business-berlin-karlshorst/hotel/berlin-de.html?countryId=101&finalPriceView=2&isShowMobileAppPrice=false&cid=1844104&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-22&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=EUR&isFreeOccSearch=false&los=4&searchrequestid=70d176ee-4dcc-4ecb-a0a7-fd0cd79313cd,"['https://q-xx.bstatic.com/xdata/images/hotel/max500/106497426.jpg?k=7dad6b412f7ae54cbf77488ffae652b66210930571210094611eee2a62e0b28a', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/106497412.jpg?k=c304aff647e74a0255391e84d4b717dee8596ffed4fc29e9f83d01f1d8630ba8', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/129758426.jpg?k=6b9bfe1c21955c56a7cd2d9222a7bf773ef073b40e965c03e09ffb74de47178b', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/129762123.jpg?k=c26bfdf8f9888aa2621fbe452ab134f08a677153dc084375841280526e4cfacd', 'https://pix8.agoda.net/property/13825458/0/b82c84f1ca8cafbf36b8d6c77a592910.jpeg?ce=2', 'https://pix8.agoda.net/property/13825458/0/cad1d2e9e8cbb4ce71cbe54cb49f695f.jpeg?ce=2', 'https://pix8.agoda.net/property/13825458/0/23d728a46698782e80d6b48316ff64ae.jpeg?ce=2', 'https://pix8.agoda.net/property/63050168/0/7094ff266b1a34510023214bb3b99ada.jpeg?ce=0', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/106754834.jpg?k=d1f758fe93e45a5e4ca46a1659f96efe522d40cbbcfe1f771269a2084859355e', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/565351970.jpg?k=141f23719c0e656237cd30bc86045130d627c008217b38dd9d88a42a8ae6073b']","Get your trip off to a great start with a stay at this property, which offers free Wi-Fi in all rooms. Conveniently situated in the Lichtenberg part of Berlin, this property puts you close to attractions and interesting dining options.","Treskowallee 115, Lichtenberg, Berlin, Germany, 10318",6.8,3.0,8.3,1835,68.0
Hampton by Hilton Berlin City Centre Alexanderplatz,https://www.agoda.com/en-gb/hampton-by-hilton-berlin-city-centre-alexanderplatz_2/hotel/berlin-de.html?countryId=101&finalPriceView=2&isShowMobileAppPrice=false&cid=1844104&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-22&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=EUR&isFreeOccSearch=false&tspTypes=8&los=4&searchrequestid=70d176ee-4dcc-4ecb-a0a7-fd0cd79313cd,"['https://pix8.agoda.net/hotelImages/2190886/0/ec3037f3762ed8804d25e7a06fb74ca9.jpg?ca=0&ce=1', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/489667883.jpg?k=fe76a14bc98ab703de354a24b627523fcf5187c47bf31c344504e0e3efcf9b26', 'https://pix8.agoda.net/hotelImages/2311568/0/b8bb346de451ffb2f4740e49118eb984.jpg?ce=0', 'https://pix8.agoda.net/hotelImages/2190886/0/70ad691cdaa3fb598340d984fc1d00fa.jpg?ca=7&ce=1', 'https://pix8.agoda.net/hotelImages/2311568/0/87deed3bbc000282a782c9c4ad97cfb1.jpg?ca=10&ce=1', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/484087793.jpg?k=bddd07a27f63ec2ba0bcf8b7e17b0f4f35ea95cdbcc5ba170778e83f250b56a6', 'https://pix8.agoda.net/hotelImages/2311568/0/1cb64be767edf4474ff0a53260ce3f9b.jpg?ca=17&ce=1', 'https://pix8.agoda.net/hotelImages/2311568/461803154/ccf8522090acda2fd7ad9fb967fb702b.jpg?ce=0', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/484087683.jpg?k=198ef33ed3780275a1527afce970f35a640e0b25a495d80211ff11c542a7b916', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/484087670.jpg?k=fd59a8b3ad6582650f2b1463526cfe83fab5c7ac7acf71fd5d72579ab1430b5d']","Stay at the Hampton by Hilton City Centre Alexanderplatz, located in the vibrant heart of Berlin. Enjoy modern rooms with city or garden views, an in-room safe, and a refrigerator. Start your day with a convenient breakfast takeaway service and relax at the bar after exploring. Within walking distance to landmarks like Alexanderplatz and the Pergamonmuseum, and just over a kilometer from shopping at Die Hackeschen Höfe, this hotel is perfect for two travelers seeking a blend of culture and comfort in a prime location. [Some content may be Generative AI assisted. Inaccuracies may occur.]","Otto Braun Strasse 69, Mitte, Berlin, Germany, 10178",0.0,3.0,8.6,524,111.0
SANA Berlin Hotel,https://www.agoda.com/en-gb/sana-berlin-hotel/hotel/berlin-de.html?countryId=101&finalPriceView=2&isShowMobileAppPrice=false&cid=1844104&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-22&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=EUR&isFreeOccSearch=false&tspTypes=8&los=4&searchrequestid=70d176ee-4dcc-4ecb-a0a7-fd0cd79313cd,"['https://pix8.agoda.net/hotelImages/243108/-1/b466061a9ee8c2733a7731f95aec7809.jpg?ce=0', 'https://pix8.agoda.net/hotelImages/243108/-1/f89fbc5b8ab08a41824d7c2c7108d9d6.jpg?ce=0', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/408217215.jpg?k=4e55c89a569b1f309bb1b29918eaeba0e216fafc55ff07b82598c1d29f01fdd3', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/410765468.jpg?k=85b578bb55ccfeb8e609ca706161bcda47918ad3a4f3f0db64023974854ffe1d', 'https://pix8.agoda.net/hotelImages/5252943/0/f717b0ef476ae203de872e780ac2a3cd.jpg?ca=16&ce=1', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/406330265.jpg?k=f555f01aa110b0b773d8dcd2bbe950f6503617e1581f84230bdc3aac7bf152c6', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/410764410.jpg?k=5b9a8e71854a5e69bf72d1a1078b51aeae0d15d3844f74ec36512d26cf608856', 'https://pix8.agoda.net/hotelImages/243108/-1/02b44e48a039bff3de7750477c41b2b3.jpg?ce=0', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/410765481.jpg?k=b442a384877c1fcdfcaad0e30fb9d54d27e1fd6da6948a2a00e5d428dde4cea0', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/410779562.jpg?k=029950050b256a834b5b213349c407a116248a2f104e523596499f4c723091c4']","Get your trip off to a great start with a stay at this property, which offers free Wi-Fi in all rooms. Conveniently situated in the Wilmersdorf part of Berlin, this property puts you close to attractions and interesting dining options. Don't leave before paying a visit to the famous Brandenburg Gate (Brandenburger Tor). Rated with 4.5 stars, this high-quality property provides guests with access to restaurant, fitness center and indoor pool on-site.","Nuernberger Street 33/34, Wilmersdorf, Berlin, Germany, 10777",0.041,4.5,8.8,6695,125.0
MEININGER Hotel Berlin Hauptbahnhof,"https://www.agoda.com/en-gb/meininger-hotel-berlin-hauptbahnhof_4/hotel/all/berlin-de.html?countryId=101&finalPriceView=2&isShowMobileAppPrice=false&cid=1844104&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-22&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=EUR&isFreeOccSearch=false&tspTypes=6,8&los=4&searchrequestid=70d176ee-4dcc-4ecb-a0a7-fd0cd79313cd","['https://q-xx.bstatic.com/xdata/images/hotel/max500/371052324.jpg?k=93a8251423476dbbb87ef893b204cf6d18b20ee20a4901ccde39ba7e032110c3', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/43553683.jpg?k=33cca185cb0c3b8bb6483f931a0ec6b80bb2e0917246381ca3accae45743c475', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/412704760.jpg?k=fb7bb52a6e6600c1637cb6fd5d22ec30f4ba34bfe5f306001b477517cea9e202', 'https://pix8.agoda.net/property/3283843/0/b3421ec5a3d8b7ca16b3a53219055ca2.jpeg?ce=0', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/412704751.jpg?k=a32b235bb179379864e28d74dc601e562f94c5d0ce195e39d966b027bd05bfc0', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/710734232.jpg?k=e8b0b01bb20398d1fd8ec6187763d19446cdb974562a8cd70bb16ea61d9086d1', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/370982484.jpg?k=6e1ecace724b29ead148a5f2164f20398acee51728d626fc3db5a0c583f2d113', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/412704765.jpg?k=0c98d60b503e63a11e1992571eb32ac620edfc2b357ef48f74d04a1ce5e7bc4d', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/412704761.jpg?k=d1a5e510b9b6a45684781dbce60a314f4dc6cd3b2b826b117649e97e67b0b7c5', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/43553684.jpg?k=6b3f6154cc4045c2de56eaa1cdae477cbc4f0bd05186676f31dc2cdb6bd8da2b']","Nestled in the vibrant heart of Berlin, MEININGER Hotel Berlin Hauptbahnhof offers an ideal base for two travelers looking to explore the city's rich culture and history. Just a short stroll from iconic landmarks such as the Brandenburg Gate and Holocaust Memorial, guests can immerse themselves in Berlin's captivating atmosphere. The hotel features an on-site restaurant for exclusive dining and a stylish bar for relaxing evenings. Each room is designed for comfort, equipped with modern amenities like a flat-screen television and select rooms offering refreshing outdoor views. Experience a blend of luxury and convenience, perfect for creating unforgettable memories. [Some content may be Generative AI assisted. Inaccuracies may occur.]","Ella-Trebe-Straße 9, Mitte, Berlin, Germany, 10557",0.0,3.0,8.3,237,62.0
